id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
265,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,108,6,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Koeleria macrantha ,grass,monocot,perennial,total biomass,6,0.238500,0.092000,0.201000,0.104470,0.138170,0.063040,0.090170,0.046067,0.024800,0.045024,0.034694,0.043502,-0.085324,0.069823,-0.266360,0.059494,-0.114276,0.148019,
266,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,108,6,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Koeleria macrantha ,grass,monocot,perennial,total biomass,6,0.140830,0.065240,0.137330,0.071300,0.109500,0.079090,0.182330,0.072210,0.035767,0.044926,0.086949,0.026141,-0.012583,0.080693,-0.125155,0.122716,0.265929,0.193783,
268,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,109,7,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Linaceae,Linum perenne ,forb,dicot,perennial,total biomass,6,0.048000,0.049550,0.025830,0.022170,0.094670,0.078020,0.041500,0.014488,0.177604,0.122781,0.113197,0.020313,-0.300284,0.300385,0.327119,0.290802,-0.094384,0.433895,
269,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,109,7,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Linaceae,Linum perenne ,forb,dicot,perennial,total biomass,6,0.015330,0.007390,0.009830,0.008520,0.072170,0.041000,0.032830,0.021775,0.038731,0.125205,0.053790,0.073320,-0.218601,0.163935,0.649600,0.092521,-0.110453,0.291046,
271,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,110,8,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Poa secunda ,grass,monocot,perennial,total biomass,6,0.212830,0.050260,0.221330,0.089790,0.208330,0.078330,0.141670,0.085015,0.009295,0.027430,0.023561,0.060018,0.019578,0.036724,-0.010685,0.032856,-0.208764,0.120304,
272,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,110,8,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Poa secunda ,grass,monocot,perennial,total biomass,6,0.214170,0.049990,0.161670,0.087990,0.192670,0.090320,0.089170,0.054367,0.009080,0.049369,0.036626,0.061956,-0.139687,0.058449,-0.052846,0.045706,-0.236183,0.157031,
274,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,111,9,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Pseudoroegneria spicata,grass,monocot,perennial,total biomass,6,0.306170,0.135320,0.161170,0.030730,0.353170,0.097730,0.216000,0.025448,0.032557,0.006059,0.012763,0.002313,-0.310267,0.038616,0.071283,0.045320,0.074089,0.053692,
275,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,111,9,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Pseudoroegneria spicata,grass,monocot,perennial,total biomass,6,0.323000,0.037640,0.112000,0.031670,0.241330,0.063070,0.119170,0.036240,0.002263,0.013326,0.011383,0.015413,-0.485057,0.015590,-0.144720,0.013647,0.175736,0.042386,
277,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,113,10,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Stipa comata ,grass,monocot,perennial,total biomass,6,0.192330,0.104440,0.197170,0.048710,0.133330,0.015060,0.062670,0.030533,0.049146,0.010172,0.002126,0.039561,0.012426,0.059318,-0.181171,0.051272,-0.336456,0.101005,
278,"Liao, H., et al. (2015). Plant diversity, soil biota and resistance to exotic invasion. Divers. Distrib., 21, 826–835.",10.1111/ddi.12319,gh,46.8411111,-114.0613889,113,10,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,12,Poaceae,Stipa comata ,grass,monocot,perennial,total biomass,6,0.133830,0.076980,0.094000,0.057800,0.207670,0.028990,0.149170,0.054799,0.055144,0.063016,0.003248,0.022492,-0.174823,0.118160,0.216223,0.058392,0.010656,0.143900,
423,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,1,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,3.979570,2.232050,2.968670,1.401240,3.808440,0.609890,2.698890,0.505709,0.034954,0.024755,0.002849,0.003901,-0.145490,0.059708,-0.021974,0.037803,-0.025627,0.066459,
424,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,2,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,3.463750,1.886170,3.102440,1.220600,3.650000,0.484760,2.622890,0.590134,0.032948,0.017199,0.001960,0.005625,-0.055026,0.050147,0.026182,0.034908,-0.109941,0.057731,
425,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,3,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,3.979570,2.232050,4.019890,1.798900,3.808440,0.609890,3.435220,0.623262,0.034954,0.022251,0.002849,0.003658,0.005040,0.057204,-0.021974,0.037803,-0.056452,0.063711,
426,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,4,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,3.463750,1.886170,4.344890,1.801390,3.650000,0.484760,2.519440,0.565862,0.032948,0.019099,0.001960,0.005605,0.112842,0.052047,0.026182,0.034908,-0.292114,0.059612,
427,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,5,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,6.232560,1.019820,4.030220,0.886750,5.034780,0.832960,3.708440,0.617282,0.002975,0.005379,0.003041,0.003079,-0.214595,0.008354,-0.106305,0.006016,0.064725,0.014474,
428,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,6,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,5.850670,1.137670,3.788670,0.808830,4.991000,0.819450,3.388890,0.544296,0.004201,0.005064,0.002995,0.002866,-0.213915,0.009265,-0.079293,0.007196,0.023595,0.015127,
429,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,7,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,6.232560,1.019820,4.408130,0.585990,5.034780,0.832960,4.040110,0.773257,0.002975,0.001963,0.003041,0.004070,-0.171458,0.004938,-0.106305,0.006016,0.062744,0.012050,
430,"Sun, Y., Müller-Schärer, H., & Schaffner, U. (2014). Plant neighbours rather than soil biota determine impact of an alien plant invader. Funct. Ecol., 28, 1545–1555.",10.1111/1365-2435.12295,gh,50.6602056,11.05399444,163,1,8,competition,live_sterile,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,14,Asteraceae,Centaurea stoebe,forb,dicot,perennial,shoot biomass,9,5.850670,1.137670,4.932440,1.011150,4.991000,0.819450,3.773330,0.578748,0.004201,0.004669,0.002995,0.002614,-0.085154,0.008871,-0.079293,0.007196,-0.053850,0.014480,
433,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,166,1,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Poaceae,Koeleria macrantha ,grass,monocot,perennial,total biomass,9,0.116870,0.045390,0.098350,0.026610,0.056090,0.014870,0.049830,0.021900,0.016760,0.008134,0.007809,0.021462,-0.086051,0.024894,-0.351411,0.024569,0.023971,0.054165,
434,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,166,1,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Poaceae,Koeleria macrantha ,grass,monocot,perennial,total biomass,9,0.100960,0.028170,0.098350,0.028170,0.086090,0.031300,0.079040,0.064950,0.008650,0.009116,0.014687,0.075028,-0.013095,0.017766,-0.079497,0.023338,-0.029359,0.107481,
435,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,167,2,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Lamiaceae,Monarada fistula ,forb,dicot,perennial,total biomass,8,0.324680,0.124090,0.214460,0.136250,0.172770,0.046230,0.133090,0.031650,0.018259,0.050453,0.008950,0.007069,-0.204437,0.068712,-0.305377,0.027209,0.071253,0.084731,
436,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,167,2,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Lamiaceae,Monarada fistula ,forb,dicot,perennial,total biomass,8,0.271390,0.245750,0.217940,0.145990,0.309590,0.111930,0.207110,0.063272,0.102497,0.056090,0.016339,0.011666,-0.109231,0.158586,0.065751,0.118836,-0.091230,0.186592,
437,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,168,3,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Scrophulariaceae,Penstemon wilcoxii ,forb,dicot,perennial,total biomass,8,0.045820,0.014300,0.024400,0.011810,0.024620,0.010260,0.012420,0.007156,0.012175,0.029284,0.021708,0.041495,-0.305041,0.041459,-0.300965,0.033884,-0.024401,0.104663,
438,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,168,3,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Scrophulariaceae,Penstemon wilcoxii ,forb,dicot,perennial,total biomass,8,0.051980,0.027660,0.026810,0.020200,0.046700,0.014300,0.038350,0.022062,0.035395,0.070961,0.011721,0.041367,-0.319457,0.106356,-0.053506,0.047116,0.230609,0.159444,
439,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,169,4,1,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Rosaceae,Potentilla arguta ,forb,dicot,perennial,total biomass,8,0.080760,0.036420,0.046740,0.034480,0.040660,0.028160,0.024160,0.024777,0.025421,0.068025,0.059957,0.131466,-0.266824,0.093446,-0.330259,0.085378,0.011782,0.284869,
440,"Yang, L., Maron, J.L., & Callaway, R.M. (2015). Inhibitory effects of soil biota are ameliorated by high plant diversity. Oecologia, 179, 519–525.",10.1007/s00442-015-3351-1,gh,46.8787176,-113.996586,169,4,2,competition,live_sterile,alone_together,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,24,Rosaceae,Potentilla arguta ,forb,dicot,perennial,total biomass,8,0.075270,0.051470,0.040740,0.042250,0.072940,0.029620,0.038060,0.032046,0.058449,0.134438,0.020613,0.088618,-0.297647,0.192886,-0.015721,0.079062,-0.018289,0.302118,
34,"Casper, B.B. & Castelli, J.P. (2007). Evaluating plant-soil feedback together with competition in a serpentine grassland. Ecol. Lett., 10, 394–400.",10.1111/j.1461-0248.2007.01030.x,field,39.741895,-76.03930778,22,1,1,competition,own_foreign,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,16,Poaceae,Sorghastrum nutans,grass,monocot,perennial,shoot biomass,20,0.321070,0.240800,0.134970,0.087910,0.114320,0.171990,0.128230,0.114666,0.028124,0.021212,0.113170,0.039981,-0.408078,0.049336,-0.474862,0.141295,0.449254,0.202487,
35,"Casper, B.B. & Castelli, J.P. (2007). Evaluating plant-soil feedback together with competition in a serpentine grassland. Ecol. Lett., 10, 394–400.",10.1111/j.1461-0248.2007.01030.x,field,39.741895,-76.03930778,23,2,1,competition,own_foreign,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,16,Poaceae,Andropogon gerardii,grass,monocot,perennial,shoot biomass,20,0.158770,0.081330,0.136870,0.201510,0.059960,0.042410,0.035690,0.028264,0.013120,0.108379,0.025014,0.031357,-0.074077,0.121499,-0.451744,0.038134,-0.134603,0.177871,
36,"Casper, B.B. & Castelli, J.P. (2007). Evaluating plant-soil feedback together with competition in a serpentine grassland. Ecol. Lett., 10, 394–400.",10.1111/j.1461-0248.2007.01030.x,field,39.741895,-76.03930778,24,3,1,competition,own_foreign,alone_together,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,16,Poaceae,Schizachyrium scoparium,grass,monocot,perennial,shoot biomass,20,0.231850,0.139130,0.129630,0.119260,0.137780,0.115940,0.108150,0.125891,0.018005,0.042320,0.035405,0.067749,-0.282782,0.060325,-0.254498,0.053410,0.164162,0.163480,
53,"Crawford, K.M. & Knight, T.M. (2017). Competition overwhelms the positive plant–soil feedback generated by an invasive plant. Oecologia, 183, 211–220.",10.1007/s00442-016-3759-2,gh,38.5249,-90.5624,39,10,2,competition,own_foreign,alone_together,soil from field restoration exp; used as inoculum in feedback phase ,conditioned_in_field,6,Fabaceae,Lespedeza cuneata ,forb,dicot,perennial,shoot biomass,5,0.270170,0.081540,0.116260,0.036800,0.450830,0.111190,0.097270,0.019812,0.018218,0.020038,0.012166,0.008297,-0.398287,0.038256,0.250569,0.030384,-0.339502,0.058719,
